web-scraper-order,web-scraper-start-url,categories,categories-href,subcat,subcat-href,products,products-href,name_product,price_euro,unit,Attributes,ingridients,cat_name,sub_cat_name,price_cent,weight,kcal
"1675707344-2299","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","4.9920 stuksVegan3 + 1 gratis","https://www.ah.nl/producten/product/wi481154/perla-huisblends-lungo-dark-capsules","Perla Huisblends Lungo dark capsules","4","20 stuks","Glutenvrij","Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","99","100 Gram","5 kJ (1 kcal)"
"1675707344-2300","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","4.9920 stuksVegan3 + 1 gratis","https://www.ah.nl/producten/product/wi481154/perla-huisblends-lungo-dark-capsules","Perla Huisblends Lungo dark capsules","4","20 stuks","Lactosevrij","Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","99","100 Gram","5 kJ (1 kcal)"
"1675707346-2301","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","6.99500 gVegan","https://www.ah.nl/producten/product/wi1487/perla-huisblends-aroma-snelfiltermaling","Perla Huisblends Aroma Snelfiltermaling","6","500 gPrijs per KG € 13,98","Papier en/of hout van gecertificeerde herkomst","Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","99","500 Gram","5 kJ (1 kcal)"
"1675707346-2302","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","6.99500 gVegan","https://www.ah.nl/producten/product/wi1487/perla-huisblends-aroma-snelfiltermaling","Perla Huisblends Aroma Snelfiltermaling","6","500 gPrijs per KG € 13,98","Climate Neutral","Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","99","500 Gram","5 kJ (1 kcal)"
"1675707346-2303","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","6.99500 gVegan","https://www.ah.nl/producten/product/wi1487/perla-huisblends-aroma-snelfiltermaling","Perla Huisblends Aroma Snelfiltermaling","6","500 gPrijs per KG € 13,98","Rainforest Alliance people & nature","Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","99","500 Gram","5 kJ (1 kcal)"
"1675707346-2304","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","6.99500 gVegan","https://www.ah.nl/producten/product/wi1487/perla-huisblends-aroma-snelfiltermaling","Perla Huisblends Aroma Snelfiltermaling","6","500 gPrijs per KG € 13,98","Veganistisch","Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","99","500 Gram","5 kJ (1 kcal)"
"1675707346-2305","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","6.99500 gVegan","https://www.ah.nl/producten/product/wi1487/perla-huisblends-aroma-snelfiltermaling","Perla Huisblends Aroma Snelfiltermaling","6","500 gPrijs per KG € 13,98","Glutenvrij","Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","99","500 Gram","5 kJ (1 kcal)"
"1675707346-2306","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","6.99500 gVegan","https://www.ah.nl/producten/product/wi1487/perla-huisblends-aroma-snelfiltermaling","Perla Huisblends Aroma Snelfiltermaling","6","500 gPrijs per KG € 13,98","Lactosevrij","Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","99","500 Gram","5 kJ (1 kcal)"
"1675707348-2307","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","1.691 kgPrijsfavorietVegan","https://www.ah.nl/producten/product/wi3706/ah-suikerklontjes","AH Suikerklontjes","1","1 kgPrijs per KG € 1,69","Papier en/of hout van gecertificeerde herkomst","null","Frisdrank, sappen, koffie, thee","Koffie","69","1 Kilogram","1700 kJ (400 kcal)"
"1675707348-2308","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","1.691 kgPrijsfavorietVegan","https://www.ah.nl/producten/product/wi3706/ah-suikerklontjes","AH Suikerklontjes","1","1 kgPrijs per KG € 1,69","Veganistisch","null","Frisdrank, sappen, koffie, thee","Koffie","69","1 Kilogram","1700 kJ (400 kcal)"
"1675707348-2309","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","1.691 kgPrijsfavorietVegan","https://www.ah.nl/producten/product/wi3706/ah-suikerklontjes","AH Suikerklontjes","1","1 kgPrijs per KG € 1,69","Glutenvrij","null","Frisdrank, sappen, koffie, thee","Koffie","69","1 Kilogram","1700 kJ (400 kcal)"
"1675707350-2310","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","13.692 x 500 gVegan","https://www.ah.nl/producten/product/wi171156/perla-huisblends-aroma-snelfiltermaling-voordeel","Perla Huisblends Aroma snelfiltermaling voordeel","13","2 x 500 gPrijs per KG € 13,69","Climate Neutral","Waarvan toegevoegde suikers 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","69","500 Gram","5 kJ (1 kcal)"
"1675707350-2311","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","13.692 x 500 gVegan","https://www.ah.nl/producten/product/wi171156/perla-huisblends-aroma-snelfiltermaling-voordeel","Perla Huisblends Aroma snelfiltermaling voordeel","13","2 x 500 gPrijs per KG € 13,69","Papier en/of hout van gecertificeerde herkomst","Waarvan toegevoegde suikers 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","69","500 Gram","5 kJ (1 kcal)"
"1675707350-2312","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","13.692 x 500 gVegan","https://www.ah.nl/producten/product/wi171156/perla-huisblends-aroma-snelfiltermaling-voordeel","Perla Huisblends Aroma snelfiltermaling voordeel","13","2 x 500 gPrijs per KG € 13,69","Veganistisch","Waarvan toegevoegde suikers 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","69","500 Gram","5 kJ (1 kcal)"
"1675707350-2313","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","13.692 x 500 gVegan","https://www.ah.nl/producten/product/wi171156/perla-huisblends-aroma-snelfiltermaling-voordeel","Perla Huisblends Aroma snelfiltermaling voordeel","13","2 x 500 gPrijs per KG € 13,69","Glutenvrij","Waarvan toegevoegde suikers 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","69","500 Gram","5 kJ (1 kcal)"
"1675707350-2314","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","13.692 x 500 gVegan","https://www.ah.nl/producten/product/wi171156/perla-huisblends-aroma-snelfiltermaling-voordeel","Perla Huisblends Aroma snelfiltermaling voordeel","13","2 x 500 gPrijs per KG € 13,69","Lactosevrij","Waarvan toegevoegde suikers 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","69","500 Gram","5 kJ (1 kcal)"
"1675707352-2315","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","9.35450 gVegan","https://www.ah.nl/producten/product/wi495581/starbucks-espresso-roast-dark-roast-bonen","Starbucks Espresso roast dark roast bonen","9","450 gPrijs per KG € 20,78","","Ingrediënten: Koffiebonen 100% Arabica","Frisdrank, sappen, koffie, thee","Koffie","35","450 Gram","null"
"1675707354-2316","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","5.4920 stuksVegan","https://www.ah.nl/producten/product/wi414809/douwe-egberts-lungo-intens-capsules-voordeelpak","Douwe Egberts Lungo intens capsules voordeelpak","5","20 stuks","Papier en/of hout van gecertificeerde herkomst","Te gebruiken in koffiemachines van Nespresso","Frisdrank, sappen, koffie, thee","Koffie","49","20 Stuks (piece). 104 Gram","null"
"1675707354-2317","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","5.4920 stuksVegan","https://www.ah.nl/producten/product/wi414809/douwe-egberts-lungo-intens-capsules-voordeelpak","Douwe Egberts Lungo intens capsules voordeelpak","5","20 stuks","UTZ","Te gebruiken in koffiemachines van Nespresso","Frisdrank, sappen, koffie, thee","Koffie","49","20 Stuks (piece). 104 Gram","null"
"1675707354-2318","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","5.4920 stuksVegan","https://www.ah.nl/producten/product/wi414809/douwe-egberts-lungo-intens-capsules-voordeelpak","Douwe Egberts Lungo intens capsules voordeelpak","5","20 stuks","Groene Punt","Te gebruiken in koffiemachines van Nespresso","Frisdrank, sappen, koffie, thee","Koffie","49","20 Stuks (piece). 104 Gram","null"
"1675707356-2319","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","4.99250 gVegan","https://www.ah.nl/producten/product/wi212277/douwe-egberts-aroma-variaties-excellent-filtermaling","Douwe Egberts Aroma variaties excellent filtermaling","4","250 gPrijs per KG € 19,96","","Gebruik deze snelfiltermaling in een filterapparaat of opzetfilter.","Frisdrank, sappen, koffie, thee","Koffie","99","250 Gram","null"
"1675707359-2320","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","4.9936 stuksVegan","https://www.ah.nl/producten/product/wi124423/perla-huisblends-classic-koffiepads","Perla Huisblends Classic koffiepads","4","36 stuks","Climate Neutral","Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","99","250 Gram","5 kJ (1 kcal)"
"1675707359-2321","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","4.9936 stuksVegan","https://www.ah.nl/producten/product/wi124423/perla-huisblends-classic-koffiepads","Perla Huisblends Classic koffiepads","4","36 stuks","Rainforest Alliance people & nature","Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","99","250 Gram","5 kJ (1 kcal)"
"1675707359-2322","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","4.9936 stuksVegan","https://www.ah.nl/producten/product/wi124423/perla-huisblends-classic-koffiepads","Perla Huisblends Classic koffiepads","4","36 stuks","Veganistisch","Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","99","250 Gram","5 kJ (1 kcal)"
"1675707359-2323","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","4.9936 stuksVegan","https://www.ah.nl/producten/product/wi124423/perla-huisblends-classic-koffiepads","Perla Huisblends Classic koffiepads","4","36 stuks","Glutenvrij","Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","99","250 Gram","5 kJ (1 kcal)"
"1675707359-2324","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","4.9936 stuksVegan","https://www.ah.nl/producten/product/wi124423/perla-huisblends-classic-koffiepads","Perla Huisblends Classic koffiepads","4","36 stuks","Lactosevrij","Waarvan toegevoegde suikers 0.00g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter","Frisdrank, sappen, koffie, thee","Koffie","99","250 Gram","5 kJ (1 kcal)"
"1675707360-2325","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","4.3910 stuksVegan","https://www.ah.nl/producten/product/wi456080/starbucks-nespresso-pike-place-lungo-capsules","Starbucks Nespresso pike place lungo capsules","4","10 stuks","Groene Punt","Ingredienten: 100% Arabica","Frisdrank, sappen, koffie, thee","Koffie","39","53 Gram","null"
"1675707360-2326","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","4.3910 stuksVegan","https://www.ah.nl/producten/product/wi456080/starbucks-nespresso-pike-place-lungo-capsules","Starbucks Nespresso pike place lungo capsules","4","10 stuks","Recyclebaar","Ingredienten: 100% Arabica","Frisdrank, sappen, koffie, thee","Koffie","39","53 Gram","null"
"1675707362-2327","https://www.ah.nl/producten","","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee","Koffie","https://www.ah.nl/producten/frisdrank-sappen-koffie-thee/koffie","7.99500 gVegan","https://www.ah.nl/producten/product/wi3737/douwe-egberts-aroma-rood-snelfiltermaling","Douwe Egberts Aroma rood snelfiltermaling","7","500 gPrijs per KG € 15,98","","Gebruik deze snelfiltermaling in een filterapparaat of opzetfilter. Grove maling is het meest geschikt voor een cafetière of percolator.","Frisdrank, sappen, koffie, thee","Koffie","99","500 Gram","null"
"1675707368-2328","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","3.49120 gVeganBiologisch2 + 1 gratis","https://www.ah.nl/producten/product/wi507918/biotoday-vegan-choco-bar-karamel","BioToday Vegan choco bar karamel","3","120 gNormale prijs per KG € 29,08","Biologisch","Ingrediënten: Rijststroop*, chocolade* 20% (cacaomassa*, kokosbloesemsuiker*, cacaoboter*), karamel* 11% (kokossiroop*, kokoscrème*, zeezout), tapiocameel*, maismeel*, cacao boter*, cacaopoeder*, *=biologisch.

Kan sporen bevatten van pinda's (aardnoten), soja, melk, noten, selderij.","Tussendoortjes","Notenrepen","49","3 Stuks (piece). 120 Gram","1911 kJ (457 kcal)"
"1675707368-2329","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","3.49120 gVeganBiologisch2 + 1 gratis","https://www.ah.nl/producten/product/wi507918/biotoday-vegan-choco-bar-karamel","BioToday Vegan choco bar karamel","3","120 gNormale prijs per KG € 29,08","Papier en/of hout van gecertificeerde herkomst","Ingrediënten: Rijststroop*, chocolade* 20% (cacaomassa*, kokosbloesemsuiker*, cacaoboter*), karamel* 11% (kokossiroop*, kokoscrème*, zeezout), tapiocameel*, maismeel*, cacao boter*, cacaopoeder*, *=biologisch.

Kan sporen bevatten van pinda's (aardnoten), soja, melk, noten, selderij.","Tussendoortjes","Notenrepen","49","3 Stuks (piece). 120 Gram","1911 kJ (457 kcal)"
"1675707370-2330","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","2.49140 gVegan","https://www.ah.nl/producten/product/wi509377/ah-handje-noten-amandel-dadel-en-abrikoos","AH Handje noten amandel, dadel & abrikoos","2","140 gPrijs per KG € 17,79","Papier en/of hout van gecertificeerde herkomst","Ingrediënten: 70% amandel, 19% abrikoos, 9,5% dadel, rijstebloem, conserveermiddel (zwaveldioxide [E220 (sulfiet)]).
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram","Tussendoortjes","Notenrepen","49","140 Gram","2139 kJ (515 kcal)"
"1675707370-2331","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","2.49140 gVegan","https://www.ah.nl/producten/product/wi509377/ah-handje-noten-amandel-dadel-en-abrikoos","AH Handje noten amandel, dadel & abrikoos","2","140 gPrijs per KG € 17,79","Veganistisch","Ingrediënten: 70% amandel, 19% abrikoos, 9,5% dadel, rijstebloem, conserveermiddel (zwaveldioxide [E220 (sulfiet)]).
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram","Tussendoortjes","Notenrepen","49","140 Gram","2139 kJ (515 kcal)"
"1675707372-2332","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","2.5975 gVegan2 + 1 gratis","https://www.ah.nl/producten/product/wi227885/biotoday-cranberry-amandel-reep","BioToday Cranberry-amandel reep","2","75 gNormale prijs per KG € 34,53","Biologisch","Ingrediënten: PINDA'S (AARDNOTEN)* 21%, AMANDELEN* 19%, rijstkrokantjes* (rijstmeel*), agavesiroop*, gedroogde en gezoete cranberries* 14% (cranberries* 60%, appelsapconcentraat*, zonnebloemolie*), rijstsiroop*, rozijnen* (rozijnen*, zonnebloemolie*), *=biologisch

Kan sporen bevatten van: soja, melk, andere noten, sesamzaad.","Tussendoortjes","Notenrepen","59","3 Stuks (piece). 75 Gram","2009 kJ (479 kcal)"
"1675707372-2333","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","2.5975 gVegan2 + 1 gratis","https://www.ah.nl/producten/product/wi227885/biotoday-cranberry-amandel-reep","BioToday Cranberry-amandel reep","2","75 gNormale prijs per KG € 34,53","Glutenvrij","Ingrediënten: PINDA'S (AARDNOTEN)* 21%, AMANDELEN* 19%, rijstkrokantjes* (rijstmeel*), agavesiroop*, gedroogde en gezoete cranberries* 14% (cranberries* 60%, appelsapconcentraat*, zonnebloemolie*), rijstsiroop*, rozijnen* (rozijnen*, zonnebloemolie*), *=biologisch

Kan sporen bevatten van: soja, melk, andere noten, sesamzaad.","Tussendoortjes","Notenrepen","59","3 Stuks (piece). 75 Gram","2009 kJ (479 kcal)"
"1675707375-2334","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","3.49120 gVeganBiologisch","https://www.ah.nl/producten/product/wi507916/biotoday-vegan-choco-bar-kokos","BioToday Vegan choco bar kokos","3","120 gPrijs per KG € 29,08","Biologisch","Ingrediënten: Kokos* 40%, rijststroop*, chocolade* 20% (cacaomassa*, kokosbloesemsuiker* cacaoboter*), rijstdrinkpoeder*, *=biologisch.

Kan sporen bevatten van soja, melk, noten.","Tussendoortjes","Notenrepen","49","3 Stuks (piece). 120 Gram","2303 kJ (554 kcal)"
"1675707375-2335","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","3.49120 gVeganBiologisch","https://www.ah.nl/producten/product/wi507916/biotoday-vegan-choco-bar-kokos","BioToday Vegan choco bar kokos","3","120 gPrijs per KG € 29,08","Papier en/of hout van gecertificeerde herkomst","Ingrediënten: Kokos* 40%, rijststroop*, chocolade* 20% (cacaomassa*, kokosbloesemsuiker* cacaoboter*), rijstdrinkpoeder*, *=biologisch.

Kan sporen bevatten van soja, melk, noten.","Tussendoortjes","Notenrepen","49","3 Stuks (piece). 120 Gram","2303 kJ (554 kcal)"
"1675707377-2336","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","2.5975 gVegan2 + 1 gratis","https://www.ah.nl/producten/product/wi227893/biotoday-sesamrepen","BioToday Sesamrepen","2","75 gNormale prijs per KG € 34,53","Biologisch","Ingrediënten: SESAMZAAD* 62%, rijstsiroop*, *=biologisch

Kan sporen bevatten van: pinda's (aardnoten), noten.","Tussendoortjes","Notenrepen","59","3 Stuks (piece). 75 Gram","2308 kJ (555 kcal)"
"1675707377-2337","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","2.5975 gVegan2 + 1 gratis","https://www.ah.nl/producten/product/wi227893/biotoday-sesamrepen","BioToday Sesamrepen","2","75 gNormale prijs per KG € 34,53","Glutenvrij","Ingrediënten: SESAMZAAD* 62%, rijstsiroop*, *=biologisch

Kan sporen bevatten van: pinda's (aardnoten), noten.","Tussendoortjes","Notenrepen","59","3 Stuks (piece). 75 Gram","2308 kJ (555 kcal)"
"1675707379-2338","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","2.4990 gVegan","https://www.ah.nl/producten/product/wi519009/ah-vezelreep-macademia-en-vanillesmaak","AH Vezelreep macademia & vanillesmaak","2","90 gPrijs per KG € 27,67","Papier en/of hout van gecertificeerde herkomst","Ingrediënten: 31% zonnebloempit, voedingsvezel (inuline), 18% pinda, 10% sesamzaad, 6% macadamianoot, lijnzaad, cacaopoeder°, zonnebloemolie, zout, 0.2% vanillepoeder.
Waarvan toegevoegde suikers 2.0g per 100 gram en waarvan toegevoegd zout 0.58g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org","Tussendoortjes","Notenrepen","49","90 Gram","2195 kJ (531 kcal)"
"1675707379-2339","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","2.4990 gVegan","https://www.ah.nl/producten/product/wi519009/ah-vezelreep-macademia-en-vanillesmaak","AH Vezelreep macademia & vanillesmaak","2","90 gPrijs per KG € 27,67","Veganistisch","Ingrediënten: 31% zonnebloempit, voedingsvezel (inuline), 18% pinda, 10% sesamzaad, 6% macadamianoot, lijnzaad, cacaopoeder°, zonnebloemolie, zout, 0.2% vanillepoeder.
Waarvan toegevoegde suikers 2.0g per 100 gram en waarvan toegevoegd zout 0.58g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org","Tussendoortjes","Notenrepen","49","90 Gram","2195 kJ (531 kcal)"
"1675707379-2340","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","2.4990 gVegan","https://www.ah.nl/producten/product/wi519009/ah-vezelreep-macademia-en-vanillesmaak","AH Vezelreep macademia & vanillesmaak","2","90 gPrijs per KG € 27,67","Glutenvrij","Ingrediënten: 31% zonnebloempit, voedingsvezel (inuline), 18% pinda, 10% sesamzaad, 6% macadamianoot, lijnzaad, cacaopoeder°, zonnebloemolie, zout, 0.2% vanillepoeder.
Waarvan toegevoegde suikers 2.0g per 100 gram en waarvan toegevoegd zout 0.58g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org","Tussendoortjes","Notenrepen","49","90 Gram","2195 kJ (531 kcal)"
"1675707379-2341","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","2.4990 gVegan","https://www.ah.nl/producten/product/wi519009/ah-vezelreep-macademia-en-vanillesmaak","AH Vezelreep macademia & vanillesmaak","2","90 gPrijs per KG € 27,67","Lactosevrij","Ingrediënten: 31% zonnebloempit, voedingsvezel (inuline), 18% pinda, 10% sesamzaad, 6% macadamianoot, lijnzaad, cacaopoeder°, zonnebloemolie, zout, 0.2% vanillepoeder.
Waarvan toegevoegde suikers 2.0g per 100 gram en waarvan toegevoegd zout 0.58g per 100 gram
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org","Tussendoortjes","Notenrepen","49","90 Gram","2195 kJ (531 kcal)"
"1675707381-2342","https://www.ah.nl/producten","","https://www.ah.nl/producten/tussendoortjes","Notenrepen","https://www.ah.nl/producten/tussendoortjes/notenrepen","2.49140 g","https://www.ah.nl/producten/product/wi509375/ah-handje-noten-walnoot-banaan-en-pure-choc","AH Handje noten walnoot, banaan & pure choc","2","140 gPrijs per KG € 17,79","Papier en/of hout van gecertificeerde herkomst","Ingrediënten: walnoot, gedroogde banaan, rozijn, suiker, cacaomassa°, cacaoboter°, bananenpoeder, melkvet, gemodificeerd tapiocazetmeel, glucosestroop, emulgator (sojalecithine [E322], mono- en diglyceriden van vetzuren [E471]), zonnebloemolie, natuurlijk vanillearoma, kokosolie, glansmiddel (schellak [E904]).
Waarvan toegevoegde suikers 3.1g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
cacaobestanddelen ten minste 50%. 
°Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org","Tussendoortjes","Notenrepen","49","140 Gram","2465 kJ (595 kcal)"
